2.068937010000020463e-02 -8.739180063000002718e-01 1.272916472380026219e-02 -1.750830727200016227e-03
-1.017485814999996574e-01 -7.437164913000001709e-01 -8.995979799599714000e-03 -7.335610846800013143e-03
2.655097890000028896e-02 -6.402132146000001356e-01 -6.713480401999756368e-03 -6.386295363000414182e-04
1.090632470000002796e-01 -7.539236319000000019e-01 2.802589730300342197e-03 1.792182729109995792e-02
-1.028321752999997035e-01 -3.347390639699999948e+00 -2.010004630709969278e-02 1.463247164959995475e-02
-1.948211645999997077e-01 -3.250690285700000182e+00 -1.736662063159970237e-02 -4.992720833200020233e-03
-8.477133539999978651e-02 -3.147054982899999853e+00 7.461852518700277763e-03 6.453915517099961981e-03
-4.743665529999976233e-02 -3.131088039500000253e+00 6.219540234200272855e-03 1.710499778769997148e-02
-1.522694559399999648e+00 1.105285929100000120e+00 -5.832809259971733076e-05 -4.632951292400021466e-03
-1.637179227199999643e+00 1.254229337200000183e+00 9.237584781900311931e-03 5.514779309599991512e-03
-1.523566562399999880e+00 1.258625485700000102e+00 -1.625212182996327358e-04 2.201831871139995830e-02
-1.372762503599999961e+00 1.234423075000000036e+00 4.648624424002073649e-04 -5.133570209800018998e-03
-1.501530325899999685e+00 2.802241279999997253e-02 1.132741495520028265e-02 4.745818588399970846e-03
-1.614382999299999621e+00 1.780619056999999672e-01 1.460057341870030223e-02 3.507772544699962799e-03
-1.493174088099999963e+00 3.165921759999999474e-01 -9.077650090997546346e-04 1.050812078659997019e-02
-1.362408780399999575e+00 1.733166051999999735e-01 -7.277828503996771692e-04 -1.124627770140003077e-02
-1.479122763599999502e+00 -8.648092395999998905e-01 -1.275062240289968375e-02 -1.119165535150000272e-02
-1.603089432299999784e+00 -7.029261848999999174e-01 -2.465608562579970145e-02 -2.050655482180003403e-02
-1.459743570700000159e+00 -5.553860693000001181e-01 -2.172064415299712614e-03 -8.672849944300013020e-03
-1.308537723399999519e+00 -7.181940273000000374e-01 -1.614284478599796414e-03 -2.072868948410002896e-02
-1.487121707699999629e+00 -3.327644838900000401e+00 3.054802102400256802e-03 -1.176813666500003096e-02
-1.609291184099999938e+00 -3.196988283800000108e+00 5.189134448100195598e-03 -7.571751258500035442e-03
-1.460857309499999479e+00 -3.055445095200000072e+00 -1.779175219319970719e-02 -3.388710496140002332e-02
-1.383341580800000026e+00 -3.200992946800000460e+00 3.513896670400213501e-03 1.671312144289995028e-02
-3.961107370499999725e+00 1.141258780500000070e+00 5.719308187100272979e-03 4.459357325199985594e-03
-4.043918024199999905e+00 1.291204648399999932e+00 1.948374844500213362e-03 2.977244050199984345e-03
-3.927017355899999895e+00 1.353229471299999931e+00 6.836723677300281243e-03 1.074241032979998331e-02
-3.811511941999999209e+00 1.269736002199999936e+00 1.086255837280033880e-02 6.125595851099975390e-03
-4.006277927200000200e+00 1.587040769999998810e-02 1.819541327800331841e-03 6.645774485699992504e-03
-4.097359503699999905e+00 1.758990698999999824e-01 1.218876844390032188e-02 -6.926771942000050850e-04
-3.996538480100000790e+00 2.776333135999999868e-01 2.641853167500173016e-03 -7.703906997600022503e-03
-3.861955988199999634e+00 1.413730627999999767e-01 -3.215939249399706740e-03 3.504840857499951640e-03
-3.985615286899998999e+00 -8.313051642000001129e-01 8.497650032700348327e-03 -8.784371870100044985e-03
-4.109979782699999973e+00 -6.797240202000001119e-01 1.477593471220025115e-02 5.758600063699980190e-03
-3.971499429899999711e+00 -5.501333365000000697e-01 -2.781492530199651536e-03 5.160775694699961877e-03
-3.848670362099999576e+00 -6.936011215000000840e-01 -2.481417287099671378e-03 -5.196749211700000919e-03
-4.016564731600000826e+00 -3.327328273800000069e+00 -4.749247783199678566e-03 8.173151000999984844e-03
-4.133163178100000223e+00 -3.210408449600000491e+00 -4.105367186599651053e-03 -4.466484094600032401e-03
-4.005530533499999990e+00 -3.071868569400000304e+00 -1.262098398319963510e-02 -4.672770050900027818e-03
-3.876127631300000154e+00 -3.205584841400000329e+00 1.798370350500305085e-03 8.689750234099940379e-03
